survey,item_con,item,variable,values,nonresponses,question_text,response_categories
wvs4_swe,dem_good4a,evdemoc_wvs,v167,"c(4:1)","c(-1,-2)","Having a democratic political system","1 very good / 2 fairly good / 3 fairly bad / 4 very bad"
wvs6_bahrain,dem_good4a,evdemoc_wvs,v130,"c(4:1)","c(-1,-2)","Having a democratic political system","1 very good / 2 fairly good / 3 fairly bad / 4 very bad"
cses5,strong5b,strong_cses,e3004_5,"c(1:5)","c(7,8,9)","having a strong leader in government is good for your country even if the leader bends the rules to get things done","1 strongely agree / 2 somewhat agree / 3 neither agree nor disagree / 4 somewhat disagree / 5 strongly disagree"
evs_combo,army_bad4,army_evs,e116,"c(1:4)","c(-1,-2)","Having the army rule the country","1 very good / 2 fairly good / 3 fairly bad / 4 very bad"
evs_greece2017,army_bad4,army_evs,v147,"c(1:4)","c(-1,-2)","Having the army rule the country","1 very good / 2 fairly good / 3 fairly bad / 4 very bad"
evs2017,army_bad4,army_evs,v147,"c(1:4)","c(-1,-2)","Having the army rule the country","1 very good / 2 fairly good / 3 fairly bad / 4 very bad"
pew2017,army_bad4,army_pew,polsys_junta,"c(1:4)","c(8,9)","Having the army rule the country","1 very good / 2 fairly good / 3 fairly bad / 4 very bad"
tcmeg2004,army_bad4,army_tcmeg,m603e,"c(1:4)","c(97,98,99)","Having the army rule the country","1 very good / 2 fairly good / 3 fairly bad / 4 very bad"
wvs_combo,army_bad4,army_wvs,e116,"c(1:4)","c(-1,-2)","Having the army rule the country","1 very good / 2 fairly good / 3 fairly bad / 4 very bad"
wvs4_swe,army_bad4,army_wvs,v166,"c(1:4)","c(-1,-2)","Having the army rule the country","1 very good / 2 fairly good / 3 fairly bad / 4 very bad"
wvs6_bahrain,army_bad4,army_wvs,v129,"c(1:4)","c(-1,-2)","Having the army rule the country","1 very good / 2 fairly good / 3 fairly bad / 4 very bad"
asianb1,wantdem10,democextent_asianb,q101,"c(1:10)","c(98,99)","Here is a similar scale of 1 to 10 measuring the extent to which people think democracy is suitable for our country.","1 completely unsuitable / 10 completely suitable"
asianb2,wantdem10,democextent_asianb,q97,"c(1:10)","c(97:99)","Here is a similar scale of 1 to 10 measuring the extent to which people think democracy is suitable for our country.","1 completely unsuitable / 10 completely suitable"
asianb3,wantdem10,democextent_asianb,q93,"c(1:10)","c(97:99)","Here is a similar scale of 1 to 10 measuring the extent to which people think democracy is suitable for our country.","1 completely unsuitable / 10 completely suitable"
asianb4,wantdem10,democextent_asianb,q96,"c(1:10)","c(97:99)","Here is a similar scale of 1 to 10 measuring the extent to which people think democracy is suitable for our country.","1 completely unsuitable / 10 completely suitable"
ess6,imp11,impdemoc_ess,implvdm,"c(0:10)","99","how important for you to live in democratically governed country","0 not at all important / 10 extremely important"
pew2002,imp4,impdemoc_pew,q41b,"c(4:1)","c(5,6)","How important is it to you to live in a country where honest elections are held regularly with a choice of at least two political parties?","1 very important / 2 somewhat important / 3 not too important / 4 not important at all"
pew2007,imp4,impdemoc_pew,q51b,"c(4:1)","c(8,9)","How important is it to you to live in a country where honest elections are held regularly with a choice of at least two political parties?","1 very important / 2 somewhat important / 3 not too important / 4 not important at all"
pew2009,imp4,impdemoc_pew,q41a,"c(4:1)","c(8,9)","How important is it to you to live in a country where honest elections are held regularly with a choice of at least two political parties?","1 very important / 2 somewhat important / 3 not too important / 4 not important at all"
pew2011,imp4,impdemoc_pew,egy12b,"c(4:1)","c(8,9)","How important is it to you to live in a country where honest elections are held regularly with a choice of at least two political parties?","1 very important / 2 somewhat important / 3 not too important / 4 not important at all"
pew2012,imp4,impdemoc_pew,q69b,"c(4:1)","c(8,9)","How important is it to you to live in a country where honest elections are held regularly with a choice of at least two political parties?","1 very important / 2 somewhat important / 3 not too important / 4 not important at all"
pew2012,imp4,impdemoc_pew,q115b,"c(4:1)","c(8,9)","How important is it to you to live in a country where honest elections are held regularly with a choice of at least two political parties?","1 very important / 2 somewhat important / 3 not too important / 4 not important at all"
pew2013,imp4,impdemoc_pew,q85b,"c(4:1)","c(8,9)","How important is it to you to live in a country where honest elections are held regularly with a choice of at least two political parties?","1 very important / 2 somewhat important / 3 not too important / 4 not important at all"
pew2013,imp4,impdemoc_pew,q122b,"c(4:1)","c(8,9)","How important is it to you to live in a country where honest elections are held regularly with a choice of at least two political parties?","1 very important / 2 somewhat important / 3 not too important / 4 not important at all"
pew2014,imp4,impdemoc_pew,q104b,"c(4:1)","c(8,9)","How important is it to you to live in a country where honest elections are held regularly with a choice of at least two political parties?","1 very important / 2 somewhat important / 3 not too important / 4 not important at all"
pew2015,imp4,impdemoc_pew,q56e,"c(4:1)","c(8,9)","How important is it to you to live in a country where honest elections are held regularly with a choice of at least two political parties?","1 very important / 2 somewhat important / 3 not too important / 4 not important at all"
pew2016,imp4,impdemoc_pew,q33e,"c(4:1)","c(8,9)","How important is it to you to live in a country where honest elections are held regularly with a choice of at least two political parties?","1 very important / 2 somewhat important / 3 not too important / 4 not important at all"
kobar1994,suitable10,democsuit_kobar,q12_3,"c(1:10)","88","how suitable is democracy for our country during the current Kim Young Sam government","1 unsuitable / 10 suitable"
kobar1996,suitable10,democsuit_kobar,q11_1,"c(1:10)","88","how suitable is democracy for our country during the current Kim Young Sam government","1 unsuitable / 10 suitable"
kobar1997,suitable10,democsuit_kobar,q39_1,"c(1:10)","88","how suitable is democracy for our country during the current Kim Young Sam government","1 unsuitable / 10 suitable"
kobar1998,suitable10,democsuit_kobar,q45_3,"c(1:10)","88","how suitable is democracy for our country during the current Kim Young Sam government","1 unsuitable / 10 suitable"
kobar1999,suitable10,democsuit_kobar,q50_3,"c(1:10)","88","how suitable is democracy for our country during the current Kim Young Sam government","1 unsuitable / 10 suitable"
kobar2001,suitable10,democsuit_kobar,q54,"c(1:10)","88","how suitable is democracy for our country during the current Kim Young Sam government","1 unsuitable / 10 suitable"
kobar2004,suitable10,democsuit_kobar,q25,"c(1:10)","88","how suitable is democracy for our country during the current Kim Young Sam government","1 unsuitable / 10 suitable"
kobar2010,suitable10,democsuit_kobar,q24,"c(1:10)","88","how suitable is democracy for our country during the current Kim Young Sam government","1 unsuitable / 10 suitable"
evs_greece2017,imp10,impdemoc_evs,v142,"c(1:10)","c(-10,-1,-2)","importance of democracy","1 not at all important / 10 absolutely important"
evs2017,imp10,impdemoc_evs,v142,"c(1:10)","c(-10,-1,-2)","importance of democracy","1 not at all important / 10 absolutely important"
wvs_combo,imp10,impdemoc_wvs,e235,"c(1:10)","c(-1,-2)","importance of democracy","1 not at all important / 10 absolutely important"
wvs6_bahrain,imp10,impdemoc_wvs,v140,"c(1:10)","c(-1,-2)","importance of democracy","1 not at all important / 10 absolutely important"
kobar1994,strong4a,strong_asiab,q23,"c(1:5)","8","it would be better to have a strong leader like President Parh Chung Hee govern than to continue a democracy in order to tackle the difficult problems facing our country","1 competely agree / 2 very much agree / 3 somewhat agree / 4 do not agree much / 5 do not agree at all"
asiab2003,army_bad3,army_asiab,q27_c,"c(1:3)","c(9)","Military government","1 very good / 2 fairly good / 3 bad"
asiab2004,army_bad3,army_asiab,q32c,"c(1:3)","c(9)","Military government","1 very good / 2 fairly good / 3 bad"
asiab2005,army_bad3,army_asiab,q34c,"c(1:3)","c(9)","Military government","1 very good / 2 fairly good / 3 bad"
asiab2006,army_bad3,army_asiab,q38c,"c(1:3)","c(9)","Military government","1 very good / 2 fairly good / 3 bad"
asiab2007,army_bad3,army_asiab,q39c,"c(1:3)","c(9)","Military government","1 very good / 2 fairly good / 3 bad"
asiab2008,army_bad3,army_asiab,q40c,"c(1:3)","c(9)","Military government","1 very good / 2 fairly good / 3 bad"
afrob1,oneparty_bad5,party_afrob,rejone,"c(5:1)","c(6,98)","only one political party is allowed to stand for election and hold office","1 strongly disapprove / 2 disapprove / 3 neither approve nor disapprove / 4 approve / 5 strongly approve"
afrob2,oneparty_bad5,party_afrob,q35a,"c(5:1)","c(9,98)","only one political party is allowed to stand for election and hold office","1 strongly disapprove / 2 disapprove / 3 neither approve nor disapprove / 4 approve / 5 strongly approve"
afrob3,oneparty_bad5,party_afrob,q36a,"c(5:1)","c(9,98)","only one political party is allowed to stand for election and hold office","1 strongly disapprove / 2 disapprove / 3 neither approve nor disapprove / 4 approve / 5 strongly approve"
afrob4,oneparty_bad5,party_afrob,q29a,"c(5:1)","c(9,998)","only one political party is allowed to stand for election and hold office","1 strongly disapprove / 2 disapprove / 3 neither approve nor disapprove / 4 approve / 5 strongly approve"
afrob5,oneparty_bad5,party_afrob,q31a,"c(5:1)","c(9,998)","only one political party is allowed to stand for election and hold office","1 strongly disapprove / 2 disapprove / 3 neither approve nor disapprove / 4 approve / 5 strongly approve"
afrob6,oneparty_bad5,party_afrob,q28a,"c(5:1)","c(9,98)","only one political party is allowed to stand for election and hold office","1 strongly disapprove / 2 disapprove / 3 neither approve nor disapprove / 4 approve / 5 strongly approve"
afrob7,oneparty_bad5,party_afrob,q27a,"c(5:1)","c(9,8)","only one political party is allowed to stand for election and hold office","1 strongly disapprove / 2 disapprove / 3 neither approve nor disapprove / 4 approve / 5 strongly approve"
asianb1,oneparty_bad4,party_asianb,q122,"c(1:4)","c(98,99)","Only one political party should be allowed to stand for election and hold office.","1 strongly approave / 2 approve / 3 disapprove / 4 strongly disapprove"
asianb2,oneparty_bad4,party_asianb,q125,"c(1:4)","c(7,8,9)","Only one political party should be allowed to stand for election and hold office.","1 strongly approave / 2 approve / 3 disapprove / 4 strongly disapprove"
asianb3,oneparty_bad4,party_asianb,q130,"c(1:4)","c(7:9)","Only one political party should be allowed to stand for election and hold office.","1 strongly approave / 2 approve / 3 disapprove / 4 strongly disapprove"
asianb4,oneparty_bad4,party_asianb,q131,"c(1:4)","c(7:9)","Only one political party should be allowed to stand for election and hold office.","1 strongly approave / 2 approve / 3 disapprove / 4 strongly disapprove"
asianb5_japan,oneparty_bad4,party_asianb,q138,"c(1:4)","c(7:9)","Only one political party should be allowed to stand for election and hold office.","1 strongly approave / 2 approve / 3 disapprove / 4 strongly disapprove"
asianb5_korea,oneparty_bad4,party_asianb,q138,"c(1:4)","c(7:9)","Only one political party should be allowed to stand for election and hold office.","1 strongly approave / 2 approve / 3 disapprove / 4 strongly disapprove"
asianb5_mongolia,oneparty_bad4,party_asianb,q138,"c(1:4)","c(7:9)","Only one political party should be allowed to stand for election and hold office.","1 strongly approave / 2 approve / 3 disapprove / 4 strongly disapprove"
asianb5_philippines,oneparty_bad4,party_asianb,q138,"c(1:4)","c(7:9)","Only one political party should be allowed to stand for election and hold office.","1 strongly approave / 2 approve / 3 disapprove / 4 strongly disapprove"
asianb5_taiwan,oneparty_bad4,party_asianb,q138,"c(1:4)","c(7:9)","Only one political party should be allowed to stand for election and hold office.","1 strongly approave / 2 approve / 3 disapprove / 4 strongly disapprove"
asianb5_thailand,oneparty_bad4,party_asianb,q138,"c(1:4)","c(7:9)","Only one political party should be allowed to stand for election and hold office.","1 strongly approave / 2 approve / 3 disapprove / 4 strongly disapprove"
asianb5_indonesia,oneparty_bad4,party_asianb,v_138,"c(1:4)","c(7:9)","Only one political party should be allowed to stand for election and hold office.","1 strongly approave / 2 approve / 3 disapprove / 4 strongly disapprove"
asianb5_malaysia,oneparty_bad4,party_asianb,q138,"c(1:4)","c(7:9)","Only one political party should be allowed to stand for election and hold office.","1 strongly approave / 2 approve / 3 disapprove / 4 strongly disapprove"
asianb5_myanmar,oneparty_bad4,party_asianb,q138,"c(1:4)","c(7:9)","Only one political party should be allowed to stand for election and hold office.","1 strongly approave / 2 approve / 3 disapprove / 4 strongly disapprove"
asianb5_australia,oneparty_bad4,party_asianb,q131,"c(1:4)","c(7:9)","Only one political party should be allowed to stand for election and hold office.","1 strongly approave / 2 approve / 3 disapprove / 4 strongly disapprove"
asianb5_india,oneparty_bad4,party_asianb,q138,"c(1:4)","c(7:9)","Only one political party should be allowed to stand for election and hold office.","1 strongly approave / 2 approve / 3 disapprove / 4 strongly disapprove"
pew2002,strong2c,strong_pew,q47,"c(2:1)","c(3,4)","some feel that we should rely on a democratic form of government to solve our country's problems. Others feel that we should rely on a leader with a strong hand to solve our country's problems.","1 Democratic form of government / 2 strong leader"
pew2005_11,strong2c,strong_pew,q29,"c(2:1)","c(8,9)","some feel that we should rely on a democratic form of government to solve our country's problems. Others feel that we should rely on a leader with a strong hand to solve our country's problems.","1 Democratic form of government / 2 strong leader"
pew2005_6,strong2c,strong_pew,q33,"c(2:1)","c(8,9)","some feel that we should rely on a democratic form of government to solve our country's problems. Others feel that we should rely on a leader with a strong hand to solve our country's problems.","1 Democratic form of government / 2 strong leader"
pew2006,strong2c,strong_pew,q5b_leader_dem,"c(2:1)","c(8,9)","some feel that we should rely on a democratic form of government to solve our country's problems. Others feel that we should rely on a leader with a strong hand to solve our country's problems.","1 Democratic form of government / 2 strong leader"
pew2007,strong2c,strong_pew,q55,"c(2:1)","c(8,9)","some feel that we should rely on a democratic form of government to solve our country's problems. Others feel that we should rely on a leader with a strong hand to solve our country's problems.","1 Democratic form of government / 2 strong leader"
pew2008,strong2c,strong_pew,q58a,"c(2:1)","c(8,9)","some feel that we should rely on a democratic form of government to solve our country's problems. Others feel that we should rely on a leader with a strong hand to solve our country's problems.","1 Democratic form of government / 2 strong leader"
pew2009,strong2c,strong_pew,q35,"c(2:1)","c(8,9)","some feel that we should rely on a democratic form of government to solve our country's problems. Others feel that we should rely on a leader with a strong hand to solve our country's problems.","1 Democratic form of government / 2 strong leader"
pew2011,strong2c,strong_pew,q57,"c(2:1)","c(8,9)","some feel that we should rely on a democratic form of government to solve our country's problems. Others feel that we should rely on a leader with a strong hand to solve our country's problems.","1 Democratic form of government / 2 strong leader"
pew2012,strong2c,strong_pew,q71,"c(2:1)","c(8,9)","some feel that we should rely on a democratic form of government to solve our country's problems. Others feel that we should rely on a leader with a strong hand to solve our country's problems.","1 Democratic form of government / 2 strong leader"
pew2013,strong2c,strong_pew,q88,"c(2:1)","c(8,9)","some feel that we should rely on a democratic form of government to solve our country's problems. Others feel that we should rely on a leader with a strong hand to solve our country's problems.","1 Democratic form of government / 2 strong leader"
pew2014,strong2c,strong_pew,qet1,"c(2:1)","c(8,9)","some feel that we should rely on a democratic form of government to solve our country's problems. Others feel that we should rely on a leader with a strong hand to solve our country's problems.","1 Democratic form of government / 2 strong leader"
pew2015,strong2c,strong_pew,q9,"c(2:1)","c(8,9)","some feel that we should rely on a democratic form of government to solve our country's problems. Others feel that we should rely on a leader with a strong hand to solve our country's problems.","1 Democratic form of government / 2 strong leader"
pew2016,strong2c,strong_pew,q9,"c(2:1)","c(8,9)","some feel that we should rely on a democratic form of government to solve our country's problems. Others feel that we should rely on a leader with a strong hand to solve our country's problems.","1 Democratic form of government / 2 strong leader"
pewrel2006_10nat,strong2c,strong_pew,q34,"c(2,1)","c(8,9)","some feel that we should rely on a democratic form of government to solve our country's problems. Others feel that we should rely on a leader with a strong hand to solve our country's problems.","1 Democratic form of government / 2 strong leader"
aes2007,strong4a,strong_wvs,c12p1,"c(1:4)","","strong leader who doesn't bother with parliament","1 very good / 2 fairly good / 3 fairly bad / 4 very bad"
fsdeva2020spr,strong4a,strong_wvs,q10c_1,"c(1:4)","","strong leader who doesn't bother with parliament","1 very good / 2 fairly good / 3 fairly bad / 4 very bad"
aes2007,army_approve4,army_wvs,c12p3,"c(1:4)","","The army (military) should come in to govern the country","1 strongly approave / 2 approve / 3 disapprove / 4 strongly disapprove"
asianb1,army_approve4,army_asianb,q123,"c(1:4)","c(98,99)","The army (military) should come in to govern the country","1 strongly approave / 2 approve / 3 disapprove / 4 strongly disapprove"
asianb2,army_approve4,army_asianb,q126,"c(1:4)","c(7,8,9)","The army (military) should come in to govern the country","1 strongly approave / 2 approve / 3 disapprove / 4 strongly disapprove"
asianb3,army_approve4,army_asianb,q131,"c(1:4)","c(7:9)","The army (military) should come in to govern the country","1 strongly approave / 2 approve / 3 disapprove / 4 strongly disapprove"
asianb4,army_approve4,army_asianb,q132,"c(1:4)","c(7:9)","The army (military) should come in to govern the country","1 strongly approave / 2 approve / 3 disapprove / 4 strongly disapprove"
asianb5_japan,army_approve4,army_asianb,q139,"c(1:4)","c(7:9)","The army (military) should come in to govern the country","1 strongly approave / 2 approve / 3 disapprove / 4 strongly disapprove"
asianb5_korea,army_approve4,army_asianb,q139,"c(1:4)","c(7:9)","The army (military) should come in to govern the country","1 strongly approave / 2 approve / 3 disapprove / 4 strongly disapprove"
asianb5_mongolia,army_approve4,army_asianb,q139,"c(1:4)","c(7:9)","The army (military) should come in to govern the country","1 strongly approave / 2 approve / 3 disapprove / 4 strongly disapprove"
asianb5_philippines,army_approve4,army_asianb,q139,"c(1:4)","c(7:9)","The army (military) should come in to govern the country","1 strongly approave / 2 approve / 3 disapprove / 4 strongly disapprove"
asianb5_taiwan,army_approve4,army_asianb,q139,"c(1:4)","c(7:9)","The army (military) should come in to govern the country","1 strongly approave / 2 approve / 3 disapprove / 4 strongly disapprove"
asianb5_thailand,army_approve4,army_asianb,q139,"c(1:4)","c(7:9)","The army (military) should come in to govern the country","1 strongly approave / 2 approve / 3 disapprove / 4 strongly disapprove"
asianb5_indonesia,army_approve4,army_asianb,v_139,"c(1:4)","c(7:9)","The army (military) should come in to govern the country","1 strongly approave / 2 approve / 3 disapprove / 4 strongly disapprove"
asianb5_malaysia,army_approve4,army_asianb,q139,"c(1:4)","c(7:9)","The army (military) should come in to govern the country","1 strongly approave / 2 approve / 3 disapprove / 4 strongly disapprove"
asianb5_myanmar,army_approve4,army_asianb,q139,"c(1:4)","c(7:9)","The army (military) should come in to govern the country","1 strongly approave / 2 approve / 3 disapprove / 4 strongly disapprove"
asianb5_australia,army_approve4,army_asianb,q132,"c(1:4)","c(7:9)","The army (military) should come in to govern the country","1 strongly approave / 2 approve / 3 disapprove / 4 strongly disapprove"
asianb5_india,army_approve4,army_asianb,q139,"c(1:4)","c(7:9)","The army (military) should come in to govern the country","1 strongly approave / 2 approve / 3 disapprove / 4 strongly disapprove"
eurasiab2001,army_approve4,army_eurasiab,antiarmy,"c(1:4)","","The army (military) should come in to govern the country","1 strongly approave / 2 approve / 3 disapprove / 4 strongly disapprove"
eurasiab2010,army_approve4,army_eurasiab,v135_2,"c(1:4)","","The army (military) should come in to govern the country","1 strongly approave / 2 approve / 3 disapprove / 4 strongly disapprove"
fsdeva2020spr,army_approve4,army_wvs,q10c_3,"c(1:4)","","The army (military) should come in to govern the country","1 strongly approave / 2 approve / 3 disapprove / 4 strongly disapprove"
kobar1997,army_approve4,army_asianb,q17_1,"c(1:4)","8","The army (military) should come in to govern the country","1 strongly approave / 2 approve / 3 disapprove / 4 strongly disapprove"
kobar1998,army_approve4,army_asianb,q30_1,"c(1:4)","8","The army (military) should come in to govern the country","1 strongly approave / 2 approve / 3 disapprove / 4 strongly disapprove"
kobar1999,army_approve4,army_asianb,q34_1,"c(1:4)","8","The army (military) should come in to govern the country","1 strongly approave / 2 approve / 3 disapprove / 4 strongly disapprove"
kobar2001,army_approve4,army_asianb,q31_1,"c(1:4)","8","The army (military) should come in to govern the country","1 strongly approave / 2 approve / 3 disapprove / 4 strongly disapprove"
kobar2004,army_approve4,army_asianb,q15a1,"c(1:4)","8","The army (military) should come in to govern the country","1 strongly approave / 2 approve / 3 disapprove / 4 strongly disapprove"
kobar2010,army_approve4,army_asianb,q11_1,"c(1:4)","8","The army (military) should come in to govern the country","1 strongly approave / 2 approve / 3 disapprove / 4 strongly disapprove"
neb_combo,army_approve4,army_neb,a3b,"c(1:4)","c(98)","The army (military) should come in to govern the country","1 strongly approave / 2 approve / 3 disapprove / 4 strongly disapprove"
sasianb1,army_approve4,army_sasianb,c18b,"c(1:4)","c(0,8)","The army (military) should come in to govern the country","1 strongly approave / 2 approve / 3 disapprove / 4 strongly disapprove"
sasianb2,army_approve4,army_sasianb,gbc35b,"c(1:4)","c(7,8,9)","The army (military) should come in to govern the country","1 strongly approave / 2 approve / 3 disapprove / 4 strongly disapprove"
afrob1,army_approve5,army_afrob,rejmil,"c(5:1)","c(6,98)","The army comes in to govern the country","1 strongly disapprove / 2 disapprove / 3 neither approve nor disapprove / 4 approve / 5 strongly approve"
afrob2,army_approve5,army_afrob,q35c,"c(5:1)","c(9,98)","The army comes in to govern the country","1 strongly disapprove / 2 disapprove / 3 neither approve nor disapprove / 4 approve / 5 strongly approve"
afrob3,army_approve5,army_afrob,q36b,"c(5:1)","c(9,98)","The army comes in to govern the country","1 strongly disapprove / 2 disapprove / 3 neither approve nor disapprove / 4 approve / 5 strongly approve"
afrob4,army_approve5,army_afrob,q29b,"c(5:1)","c(9,998)","The army comes in to govern the country","1 strongly disapprove / 2 disapprove / 3 neither approve nor disapprove / 4 approve / 5 strongly approve"
afrob5,army_approve5,army_afrob,q31b,"c(5:1)","c(9,998)","The army comes in to govern the country","1 strongly disapprove / 2 disapprove / 3 neither approve nor disapprove / 4 approve / 5 strongly approve"
afrob6,army_approve5,army_afrob,q28b,"c(5:1)","c(9,98)","The army comes in to govern the country","1 strongly disapprove / 2 disapprove / 3 neither approve nor disapprove / 4 approve / 5 strongly approve"
afrob7,army_approve5,army_afrob,q27b,"c(5:1)","c(9,8)","The army comes in to govern the country","1 strongly disapprove / 2 disapprove / 3 neither approve nor disapprove / 4 approve / 5 strongly approve"
arabb1,suitable10,democsuit_arabb10,q243,"c(1:10)","c(97,98,99)","the extent to which democracy is suitable for your country","1 complete unsuitable / 10 complete suitable"
arabb2,suitable10,democsuit_arabb10,q512,"c(1:10)","c(96,98,99)","the extent to which democracy is suitable for your country","1 complete unsuitable / 10 complete suitable"
asianb1,suitable10,democsuit_asianb,q103,"c(1:10)","c(98,99)","the extent to which democracy is suitable for your country","1 complete unsuitable / 10 complete suitable"
asianb2,suitable10,democsuit_asianb,q98,"c(1:10)","c(97:99)","the extent to which democracy is suitable for your country","1 complete unsuitable / 10 complete suitable"
asianb3,suitable10,democsuit_asianb,q94,"c(1:10)","c(97:99)","the extent to which democracy is suitable for your country","1 complete unsuitable / 10 complete suitable"
asianb4,suitable10,democsuit_asianb,q97,"c(1:10)","c(97:99)","the extent to which democracy is suitable for your country","1 complete unsuitable / 10 complete suitable"
arabb3,suitable11,democsuit_arabb11,q512,"c(0:10)","c(96,98,99)","the extent to which democracy is suitable for your country","0 absolutely inappropriate / 10 completely appropriate"
arabb4,suitable11,democsuit_arabb11,q512,"c(0:10)","c(96,98,99)","the extent to which democracy is suitable for your country","0 absolutely inappropriate / 10 completely appropriate"
arabb5,suitable11,democsuit_arabb11,q512,"c(0:10)","c(96,98,99)","the extent to which democracy is suitable for your country","0 absolutely inappropriate / 10 completely appropriate"
amb_argentina2010,strong2a,strong_amb_1,aut1,"c(1:2)","c(88,98)","There are people who say that we need a strong leader who does not have to be elected by the vote of the people. Others say that although things may not work electoral democracy or the popular vote is always best. What do you think","1 we need a strong leader who does not have to be elected / 2 electoral democracy is the best"
amb_argentina2012,strong2a,strong_amb_1,aut1,"c(1:2)","c(88,98)","There are people who say that we need a strong leader who does not have to be elected by the vote of the people. Others say that although things may not work electoral democracy or the popular vote is always best. What do you think","1 we need a strong leader who does not have to be elected / 2 electoral democracy is the best"
amb_bolivia2010,strong2a,strong_amb_1,aut1,"c(1:2)","c(88,98)","There are people who say that we need a strong leader who does not have to be elected by the vote of the people. Others say that although things may not work electoral democracy or the popular vote is always best. What do you think","1 we need a strong leader who does not have to be elected / 2 electoral democracy is the best"
amb_bolivia2012,strong2a,strong_amb_1,aut1,"c(1:2)","c(88,98)","There are people who say that we need a strong leader who does not have to be elected by the vote of the people. Others say that although things may not work electoral democracy or the popular vote is always best. What do you think","1 we need a strong leader who does not have to be elected / 2 electoral democracy is the best"
amb_canada2010,strong2a,strong_amb_1,aut1,"c(1:2)","c(88)","There are people who say that we need a strong leader who does not have to be elected by the vote of the people. Others say that although things may not work electoral democracy or the popular vote is always best. What do you think","1 we need a strong leader who does not have to be elected / 2 electoral democracy is the best"
amb_chile2010,strong2a,strong_amb_1,aut1,"c(1:2)","c(88,98)","There are people who say that we need a strong leader who does not have to be elected by the vote of the people. Others say that although things may not work electoral democracy or the popular vote is always best. What do you think","1 we need a strong leader who does not have to be elected / 2 electoral democracy is the best"
amb_chile2012,strong2a,strong_amb_1,aut1,"c(1:2)","c(88,98)","There are people who say that we need a strong leader who does not have to be elected by the vote of the people. Others say that although things may not work electoral democracy or the popular vote is always best. What do you think","1 we need a strong leader who does not have to be elected / 2 electoral democracy is the best"
amb_colombia2005,strong2a,strong_amb_1,aut1,"c(1:2)","99","There are people who say that we need a strong leader who does not have to be elected by the vote of the people. Others say that although things may not work electoral democracy or the popular vote is always best. What do you think","1 we need a strong leader who does not have to be elected / 2 electoral democracy is the best"
amb_colombia2007,strong2a,strong_amb_1,aut1,"c(1:2)","99","There are people who say that we need a strong leader who does not have to be elected by the vote of the people. Others say that although things may not work electoral democracy or the popular vote is always best. What do you think","1 we need a strong leader who does not have to be elected / 2 electoral democracy is the best"
amb_colombia2009,strong2a,strong_amb_1,aut1,"c(1:2)","8","There are people who say that we need a strong leader who does not have to be elected by the vote of the people. Others say that although things may not work electoral democracy or the popular vote is always best. What do you think","1 we need a strong leader who does not have to be elected / 2 electoral democracy is the best"
amb_colombia2011,strong2a,strong_amb_1,aut1,"c(1:2)","c(88,98)","There are people who say that we need a strong leader who does not have to be elected by the vote of the people. Others say that although things may not work electoral democracy or the popular vote is always best. What do you think","1 we need a strong leader who does not have to be elected / 2 electoral democracy is the best"
amb_combo,strong2a,strong_amb_1,aut1,"c(1:2)","99","There are people who say that we need a strong leader who does not have to be elected by the vote of the people. Others say that although things may not work electoral democracy or the popular vote is always best. What do you think","1 we need a strong leader who does not have to be elected / 2 electoral democracy is the best"
amb_suriname2010,strong2a,strong_amb_1,aut1,"c(1:2)","c(88,98)","There are people who say that we need a strong leader who does not have to be elected by the vote of the people. Others say that although things may not work electoral democracy or the popular vote is always best. What do you think","1 we need a strong leader who does not have to be elected / 2 electoral democracy is the best"
amb_suriname2012,strong2a,strong_amb_1,aut1,"c(1:2)","c(88,98)","There are people who say that we need a strong leader who does not have to be elected by the vote of the people. Others say that although things may not work electoral democracy or the popular vote is always best. What do you think","1 we need a strong leader who does not have to be elected / 2 electoral democracy is the best"
amb_trinidad2010,strong2a,strong_amb_1,aut1,"c(1:2)","c(88,98)","There are people who say that we need a strong leader who does not have to be elected by the vote of the people. Others say that although things may not work electoral democracy or the popular vote is always best. What do you think","1 we need a strong leader who does not have to be elected / 2 electoral democracy is the best"
amb_trinidad2012,strong2a,strong_amb_1,aut1,"c(1:2)","c(88,98)","There are people who say that we need a strong leader who does not have to be elected by the vote of the people. Others say that although things may not work electoral democracy or the popular vote is always best. What do you think","1 we need a strong leader who does not have to be elected / 2 electoral democracy is the best"
amb_us2012,strong2a,strong_amb_1,aut1,"c(1:2)","88","There are people who say that we need a strong leader who does not have to be elected by the vote of the people. Others say that although things may not work electoral democracy or the popular vote is always best. What do you think","1 we need a strong leader who does not have to be elected / 2 electoral democracy is the best"
amb_venezuela2010,strong2a,strong_amb_1,aut1,"c(1:2)","c(88,98)","There are people who say that we need a strong leader who does not have to be elected by the vote of the people. Others say that although things may not work electoral democracy or the popular vote is always best. What do you think","1 we need a strong leader who does not have to be elected / 2 electoral democracy is the best"
amb_venezuela2012,strong2a,strong_amb_1,aut1,"c(1:2)","c(88,98)","There are people who say that we need a strong leader who does not have to be elected by the vote of the people. Others say that although things may not work electoral democracy or the popular vote is always best. What do you think","1 we need a strong leader who does not have to be elected / 2 electoral democracy is the best"
